phase,item_id,condition,rollout_index,v2_status,v2_parsed_answer,v2_correct,v3_status,v3_commitment_valid,v3_semantic_evaluable,v3_value_type,v3_canonical_value,v3_payload,v3_correct,v3_failure_reason,reason_for_change,reference_type,generated_token_count
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_327,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,"[-3, -7, 1, -1]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",-3],[""int"",-7],[""int"",1],[""int"",-1]]]","[-3, -7, 1, -1]",False,,unchanged,list,15
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_327,SINGLE_L27_RANDOM_R2,0,INVALID_FORMAT,"[-3, -(-1), -7, -1]",False,VALID_WRONG,True,True,str,"[""str"",""[-3, -(-1), -7, -1]""]","[-3, -(-1), -7, -1]",False,,V3 represents one unambiguous wrong commitment instead of mechanical invalidity,list,16
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_327,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,"[-3, 1, 1, -1]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",-3],[""int"",1],[""int"",1],[""int"",-1]]]","[-3, 1, 1, -1]",False,,unchanged,list,15
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_243,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_243,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_243,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_243,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_350,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,"[1, 2, 3]",True,VALID_CORRECT,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3]]]","[1, 2, 3]",True,,unchanged,list,12
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_350,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,"[1, 2, 3]",True,VALID_CORRECT,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3]]]","[1, 2, 3]",True,,unchanged,list,12
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_350,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,"[1, 2, 3]",True,VALID_CORRECT,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3]]]","[1, 2, 3]",True,,unchanged,list,12
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_350,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,"[1, 2, 3]",True,VALID_CORRECT,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3]]]","[1, 2, 3]",True,,unchanged,list,12
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_132,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,abcdabc,False,VALID_WRONG,True,True,str,"[""str"",""abcdabc""]",abcdabc,False,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_132,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,abcdabc,False,VALID_WRONG,True,True,str,"[""str"",""abcdabc""]",abcdabc,False,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_132,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,abcdabc,False,VALID_WRONG,True,True,str,"[""str"",""abcdabc""]",abcdabc,False,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_132,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,abcdabc,False,VALID_WRONG,True,True,str,"[""str"",""abcdabc""]",abcdabc,False,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_730,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,2,True,VALID_CORRECT,True,True,int,"[""int"",2]",2,True,,unchanged,int,5
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_730,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,2,True,VALID_CORRECT,True,True,int,"[""int"",2]",2,True,,unchanged,int,5
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_730,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,3,False,VALID_WRONG,True,True,int,"[""int"",3]",3,False,,unchanged,int,5
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_730,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,3,False,VALID_WRONG,True,True,int,"[""int"",3]",3,False,,unchanged,int,5
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_617,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,ascii,True,VALID_CORRECT,True,True,str,"[""str"",""ascii""]",ascii,True,,unchanged,str,4
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_617,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,'ascii',True,VALID_CORRECT,True,True,str,"[""str"",""ascii""]",'ascii',True,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_617,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,'ascii',True,VALID_CORRECT,True,True,str,"[""str"",""ascii""]",'ascii',True,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_617,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,ascii,True,VALID_CORRECT,True,True,str,"[""str"",""ascii""]",ascii,True,,unchanged,str,4
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_16,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,zejrohaj,True,VALID_CORRECT,True,True,str,"[""str"",""zejrohaj""]",zejrohaj,True,,unchanged,str,8
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_16,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,'zejrohaj',True,VALID_CORRECT,True,True,str,"[""str"",""zejrohaj""]",'zejrohaj',True,,unchanged,str,9
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_16,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,'zejrohaj',True,VALID_CORRECT,True,True,str,"[""str"",""zejrohaj""]",'zejrohaj',True,,unchanged,str,9
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_16,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,zejrohaj,True,VALID_CORRECT,True,True,str,"[""str"",""zejrohaj""]",zejrohaj,True,,unchanged,str,8
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_409,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,querist,False,VALID_WRONG,True,True,str,"[""str"",""querist""]",querist,False,,unchanged,str,5
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_409,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,Querist,False,VALID_WRONG,True,True,str,"[""str"",""Querist""]",Querist,False,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_409,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,Querist,False,VALID_WRONG,True,True,str,"[""str"",""Querist""]",Querist,False,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_409,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,Querist,False,VALID_WRONG,True,True,str,"[""str"",""Querist""]",Querist,False,,unchanged,str,6
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_731,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,Chris requires  ride to the airport on Friday.,False,VALID_WRONG,True,True,str,"[""str"",""Chris requires  ride to the airport on Friday.""]",Chris requires  ride to the airport on Friday.,False,,unchanged,str,13
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_731,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,Chris requires  ride to the airport on Friday.,False,VALID_WRONG,True,True,str,"[""str"",""Chris requires  ride to the airport on Friday.""]",Chris requires  ride to the airport on Friday.,False,,unchanged,str,13
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_731,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,Chris requires ride to the airport on Friday.,False,VALID_WRONG,True,True,str,"[""str"",""Chris requires ride to the airport on Friday.""]",Chris requires ride to the airport on Friday.,False,,unchanged,str,12
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_731,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,Chris requires  ride to the airport on Friday.,False,VALID_WRONG,True,True,str,"[""str"",""Chris requires  ride to the airport on Friday.""]",Chris requires  ride to the airport on Friday.,False,,unchanged,str,13
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_227,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,manolo,False,VALID_WRONG,True,True,str,"[""str"",""manolo""]",manolo,False,,unchanged,str,5
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_227,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,Manolo,True,VALID_CORRECT,True,True,str,"[""str"",""Manolo""]",Manolo,True,,unchanged,str,5
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_227,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,Manolo,True,VALID_CORRECT,True,True,str,"[""str"",""Manolo""]",Manolo,True,,unchanged,str,5
GATE6_3_MATCHED_RANDOM_SUPPLEMENT,sample_227,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,Manolo,True,VALID_CORRECT,True,True,str,"[""str"",""Manolo""]",Manolo,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_741,BASELINE,0,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,BASELINE,1,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,1,True,VALID_CORRECT,True,True,int,"[""int"",1]",1,True,,unchanged,int,187
GATE6_3_PRIMARY_EVALUATION,sample_741,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,1,True,VALID_CORRECT,True,True,int,"[""int"",1]",1,True,,unchanged,int,172
GATE6_3_PRIMARY_EVALUATION,sample_741,BEST_SINGLE_MEAN_PLUS,0,VALID_CORRECT,1,True,VALID_CORRECT,True,True,int,"[""int"",1]",1,True,,unchanged,int,204
GATE6_3_PRIMARY_EVALUATION,sample_741,BEST_SINGLE_MEAN_PLUS,1,VALID_CORRECT,1,True,VALID_CORRECT,True,True,int,"[""int"",1]",1,True,,unchanged,int,142
GATE6_3_PRIMARY_EVALUATION,sample_741,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,SINGLE_L27_RANDOM_R1,1,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_741,SINGLE_L27_RANDOM_R3,1,VALID_WRONG,7,False,VALID_WRONG,True,True,int,"[""int"",7]",7,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_72,BASELINE,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,BASELINE,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,92
GATE6_3_PRIMARY_EVALUATION,sample_72,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,90
GATE6_3_PRIMARY_EVALUATION,sample_72,BEST_SINGLE_MEAN_PLUS,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,170
GATE6_3_PRIMARY_EVALUATION,sample_72,BEST_SINGLE_MEAN_PLUS,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,227
GATE6_3_PRIMARY_EVALUATION,sample_72,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,SINGLE_L27_RANDOM_R0,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,SINGLE_L27_RANDOM_R1,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,SINGLE_L27_RANDOM_R2,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_72,SINGLE_L27_RANDOM_R3,1,VALID_CORRECT,True,True,VALID_CORRECT,True,True,bool,"[""bool"",true]",True,True,,unchanged,bool,4
GATE6_3_PRIMARY_EVALUATION,sample_761,BASELINE,0,VALID_CORRECT,[],True,VALID_CORRECT,True,True,list,"[""list"",[]]",[],True,,unchanged,list,4
GATE6_3_PRIMARY_EVALUATION,sample_761,BASELINE,1,VALID_CORRECT,[],True,VALID_CORRECT,True,True,list,"[""list"",[]]",[],True,,unchanged,list,4
GATE6_3_PRIMARY_EVALUATION,sample_761,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,[],True,VALID_CORRECT,True,True,list,"[""list"",[]]",[],True,,unchanged,list,214
GATE6_3_PRIMARY_EVALUATION,sample_761,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,[],True,VALID_CORRECT,True,True,list,"[""list"",[]]",[],True,,unchanged,list,258
GATE6_3_PRIMARY_EVALUATION,sample_761,BEST_SINGLE_MEAN_PLUS,0,VALID_CORRECT,[],True,VALID_CORRECT,True,True,list,"[""list"",[]]",[],True,,unchanged,list,250
GATE6_3_PRIMARY_EVALUATION,sample_761,BEST_SINGLE_MEAN_PLUS,1,VALID_CORRECT,[],True,VALID_CORRECT,True,True,list,"[""list"",[]]",[],True,,unchanged,list,287
GATE6_3_PRIMARY_EVALUATION,sample_761,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,[],True,VALID_CORRECT,True,True,list,"[""list"",[]]",[],True,,unchanged,list,4
